URL,VISITED,N/A,PROOF,CONTESTED,REJECTED,NOTES ON WHY N/A,NOTES ON WHY PROOF,ADDITIONAL NOTES,"TRANSLATION OF ""NOTES ON WHY N/A"" (COL G)","TRANSLATION OF ""NOTES ON WHY PROOF"" (COL K)","TRANSLATION OF ""ADDITIONAL NOTES"" (COL I)"
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-19602-2020_2023-11-02.html,YES,NO,YES,NO,,,"Ses explications quant au fait qu'il ne pouvait lui-même prévenir la police ne sont pas crédibles, arguant tantôt penser avoir oublié son téléphone chez lui alors qu'il venait de terminer une conversation avec son épouse (sic!), tantôt le chercher en vain dans le véhicule, puis enfin l'avoir eu dans son champ de vision sans pouvoir réagir en raison de son état de choc. Il n'est pas davantage crédible lorsqu'il allègue être parti après avoir attendu un moment, tandis que des badauds se seraient occupés d'appeler une dépanneuse et les forces de l'ordre.",,,"His explanations as to the fact that he could not notify the police himself are not credible, sometimes arguing that he thought he had forgotten his phone at home when he had just finished a conversation with his wife (sic!), sometimes looking for it in vain in the vehicle, then finally having had him in his field of vision without being able to react due to his state of shock. Nor is he credible when he claims to have left after waiting a while, while onlookers took care of calling a tow truck and the police.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-11574-2020_2023-06-01.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-15892-2017_2018-10-02.html,YES,NO,YES,NO,,,Les données de ce téléphone portable et rétroactives (1______) ont démontré que :,,,The data from this mobile phone and retroactive (1______) demonstrated that:,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-23939-2016_2017-11-30.html,YES,NO,YES,NO,,,"Il ressort des rapports de police des 12 janvier et 20 février 2017 qu'E______ a eu des conversations sur la messagerie WhatsApp notamment avec le numéro de téléphone français de son ami intime, enregistré dans son répertoire sous ""J______"", démontrant qu'elle avait participé à certains des cambriolages faisant l'objet de l'instruction et adressé à son interlocuteur des photos de certains objets dérobés. L'intéressée a aussi eu, en tout cas dès le 1er décembre 2016, des contacts téléphoniques avec A______, qu'elle appelait ""K______"", ayant d'ailleurs inscrit son numéro sous ce surnom.",,,"It appears from the police reports of January 12 and February 20, 2017 that E______ had conversations on WhatsApp messaging in particular with the French telephone number of her close friend, registered in her directory under ""J______"", demonstrating that she had participated in some of the burglaries that were the subject of the investigation and sent his interlocutor photos of certain stolen objects. The interested party also had, at least from December 1, 2016, telephone contact with A______, whom she called ""K______"", having also registered her number under this nickname.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-15739-2017_2017-12-01.html,YES,YES,,,,WA mentioned but not used as evidence: Ils communiquaient par téléphone et Whatsapp.,,Can be useful for citations.,WA mentioned but not used as evidence: They communicated by telephone and Whatsapp.,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-3008-2023_2023-11-09.html,YES,NO,YES,NO,,"En l'espèce, il ressort de l'enregistrement vidéo produit à l'appui du recours qu'un individu identifié comme D______ qualifie la recourante de ""pute"" devant les voisins de palier de cette dernière. (video coming from WA)",,,"In the present case, it appears from the video recording produced in support of the appeal that an individual identified as D______ calls the Appellant a ""whore"" in front of the latter's next-door neighbors. (video coming from WA)",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-12018-2019_2023-03-13.html,YES,YES,,,,WA mentioned but not used as evidence,,,,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-12945-2020_2022-04-12.html,YES,YES,,,,WA mentioned but not used as evidence: Il n'a conservé de contacts via l'application WhatsApp qu'avec son épouse et son enfant pour lequel il verse un entretien mensuel de EUR 50.-.,,,WA mentioned but not used as evidence: He only maintained contact via the WhatsApp application with his wife and child for whom he pays monthly maintenance of EUR 50.-.,,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-23680-2016_2023-04-04.html,YES,NO,YES,NO,,,"L'appelant n'est pas davantage crédible lorsqu'il prétend n'avoir jamais envoyé de messages de menaces à la partie plaignante dans la mesure où il s'agissait de la mère de ses enfants et qu'il n'avait aucune envie de lui faire du mal, puisqu'il résulte de la procédure qu'il s'en est déjà pris à elle plus d'une fois.",,,"Nor is the appellant credible when he claims to have never sent threatening messages to the complainant since she was the mother of his children and he had no desire to harm her, since it results from the procedure that he has already attacked her more than once.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_TP_001_P-17197-2021_2022-09-13.html,YES,YES,,,,"WA profile photo: Il a expliqué que sur la photo de profil WhatsApp associée à ce raccordement, on voyait la femme du dénommé E______ à qui X______ devait un montant d'EUR 1'000.-. Il ne savait pas que celui-ci l'avait appelé la veille et le jour-même de son arrestation. ",,,"WA profile photo: He explained that in the WhatsApp profile photo associated with this connection, we saw the wife of the man named E______ to whom X______ owed an amount of EUR 1,000.-. He did not know that he had called him the day before and the same day of his arrest. ",,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2023---420_nodate.html,YES,YES,,,,"WA cited as example: Le Message concernant la mise en œuvre de l'art. 123c Cst. cite des exemples dans lesquels le juge pourra exceptionnellement renoncer à prononcer une interdiction d'exercer une activité en vertu de l'art. 67 al. 4bis CP (FF 2016 5949 s. ch. 2.1; cf. TF 6B_156/2023 précité consid. 2.5.6).  Il est notamment fait mention de jeunes, qui ont entre 15 ans et plus de 18 ans, et partagent sur un groupe WhatsApp et/ou conservent une vidéo à caractère pornographique filmée par des participants à ce groupe de moins de 16 ans (cf. art. 197 CP). ",,,"WA cited as example: The Message concerning the implementation of art. 123c Cst. cites examples in which the judge may exceptionally refrain from pronouncing a ban on exercising an activity under art. 67 para. 4bis CP (FF 2016 5949 s. ch. 2.1; cf. TF 6B_156/2023 cited above at 2.5.6).  Mention is made in particular of young people, who are between 15 years old and over 18 years old, and share on a WhatsApp group and/or keep a pornographic video filmed by participants in this group under 16 years old (see art. 197 CP). ",,
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_009_P-24952-2017_2022-12-21.html,YES,NO,YES,NO,,,"Le dossier contient ensuite un certain nombre de messages échangés, dont il ressort que l'installation n'a pas eu lieu dans le délai convenu",,,"The file then contains a certain number of messages exchanged, from which it appears that the installation did not take place within the agreed deadline.",
https://entscheidsuche.ch/docs/GE_Gerichte/GE_CJ_011_P-8833-2022_2022-07-11.html,YES,YES,,,,Only talk about deleted WA messages: ayant effacé toutes les conversations WhatsApp qu'il avait eues avec G______ et F______ et bloqué leur numéro de téléphone.,,,Only talk about deleted WA messages: having deleted all WhatsApp conversations he had with G______ and F______ and blocked their phone number.,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2020---262_nodate.html,YES,YES,,,,WA mentioned but not used as evidence.,,,,,
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2018---227_nodate.html,YES,NO,YES,NO,,,"Il fallait aussi constater, sur les extractions jointes au rapport de police précité du téléphone de la victime (P. 61/2), des messages du prévenu allant dans le sens de regrets, tel que celui du 15 août 2016, à 15h38, dans lequel le prévenu disait qu’il était navré. Le ton avait ensuite changé si on se référait au message de la victime du 16 août 2016, à 12h26, selon lequel le prévenu lui parlait mal, ce que confirmait les injures adressées par le prévenu à H.________. Le prévenu pouvait d’ailleurs être assez menaçant quand il savait qu’une plainte avait été déposée ou pourrait l’être (cf. partie En fait, lettre C, chiffre 2.10). En définitive, tous ces éléments ne laissaient aucun doute sur la culpabilité du prévenu et sur l’existence d’un viol. Il était peu déterminant qu’une jeune fille plus expérimentée ou plus aguerrie aux choses de la vie se serait défendue, ou aurait tenté de le faire, différemment.",,,"It was also necessary to note, on the extracts attached to the aforementioned police report from the victim's telephone (P. 61/2), messages from the accused indicating regret, such as that of August 15, 2016, at 3:38 p.m., in which the defendant said he was sorry for. The tone then changed if we referred to the victim's message of August 16, 2016, at 12:26 p.m., according to which the defendant spoke badly to him, which was confirmed by the insults addressed by the defendant to H.________. The accused could also be quite threatening when he knew that a complaint had been filed or could be filed (see part In fact, letter C, number 2.10). Ultimately, all these elements left no doubt about the guilt of the defendant and the existence of rape. It was hardly decisive whether a young girl who was more experienced or more seasoned in the things of life would have defended herself, or would have attempted to do so, differently.",
https://entscheidsuche.ch/docs/VD_FindInfo/VD_TC_003_Jug---2022---27_nodate.html,YES,NO,YES,NO,,,"On ignore si une telle expertise est techniquement possible. L’appelant ne dit pas à qui elle devrait être confiée. En première instance, le prévenu avait demandé (jgt, p. 14) « une mesure d’instruction par rapport au film, soit de déterminer avec précision quel est le type d’appareil qui a enregistré la séance et qui est l’identifiant ». Cela suffit à sceller le sort de cette réquisition peu sérieuse et dilatoire.","L’appelant demande une expertise pour déterminer, si on comprend bien, si les vidéos présentes sur son téléphone ont été filmées au moyen de cet appareil. 3.2 L’autorité de recours administre les preuves nécessaires au traitement du recours (art. 389 al. 3 CPP). 3.3 On ignore si une telle expertise est techniquement possible. L’appelant ne dit pas à qui elle devrait être confiée. En première instance, le prévenu avait demandé (jgt, p. 14) « une mesure d’instruction par rapport au film, soit de déterminer avec précision quel est le type d’appareil qui a enregistré la séance et qui est l’identifiant ». Cela suffit à sceller le sort de cette réquisition peu sérieuse et dilatoire. Le Tribunal de police a rejeté cette réquisition (jgt, pp. 24-25) en considérant que les explications de l’appelant selon lesquelles il aurait reçu cette vidéo par WhatsApp de la part d’un inconnu et qu’il n’aurait pas cherché à savoir de qui il s’agissait sont saugrenues. C’est un motif supplémentaire pour rejeter la réquisition.",,"It is unclear whether such expertise is technically possible. The caller does not say to whom it should be entrusted. At first instance, the defendant had requested (jgt, p. 14) “a measure of instruction in relation to the film, namely to determine precisely what type of device was which recorded the session and which is the identifier” . This is enough to seal the fate of this unserious and dilatory requisition.","The caller requests an expert opinion to determine, if we understand correctly, whether the videos on his phone were filmed using this device. 3.2 The appeal authority administers the evidence necessary to process the appeal (art. 389 al. 3 CCP). 3.3 It is unclear whether such expertise is technically possible. The caller does not say to whom it should be entrusted. At first instance, the defendant had requested (jgt, p. 14) “a measure of instruction in relation to the film, namely to determine precisely what type of device was which recorded the session and which is the identifier” . This is enough to seal the fate of this unserious and dilatory requisition. The Police Court rejected this requisition (jgt, pp. 24-25) considering that the appellant's explanations according to which he received this video by WhatsApp from an unknown person and that he would not have trying to find out who it was are absurd. This is an additional reason to reject the requisition."
